job_title,job_category,client_name,fee,description
【注目】【Ruby】国内最大レンタルスペース予約サイトのWEB開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週5日","弊社が運営する国内最大のレンタルスペース予約サイトのシステム開発をご担当いただきます。具体的には、予約サイトのWeb開発や、AWSでのインフラ管理などになります。個人の興味領域も加味した上でタスクのお願いをさせていただきます。＜開発環境＞サーバ環境：Ubuntu,nginx,unicorn,MySQL言語：Rubyフレームワーク：Ruby On Railsその他：AWS,GitHub等"
【定番】【フロントエンド】【Vue.js】チャットボットシステムの管理画面開発（フロントエンド）,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週4日･5日",AIチャットボットシステムを使用するにあたってのクライアント側の管理画面（フロント）の開発を担当
【定番】【HTML・CSS・JavaScript】VRの実用化に向けた開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週5日",スマートフォン向けのアプリ開発、自社サービスでVRの実用化開発を行っている企業です。今回参画していただくのはVRの実用化です。WEBサービス化するプロジェクトへの参画です。WEB系フロントエンドエンジニアを募集します。
【定番】【WEBデザイナー】【UI・UX設計】教育系ロボットプログラミングのWebアプリデザイン制作（UI・UX設計、ワイヤーフレーム作成）,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~/ 月 週3日･4日･5日",自社サービスのWEBアプリデザイン業務です。導線設計やワイヤーフレーム作成、デザイン制作業務をお願いします。LPやキャンペーンページのデザインも行って頂きます。【業務内容】・WEBアプリのUI・UX設計・WEBアプリのワイヤーフレーム作成・WEBアプリのデザイン制作・LPやキャンペーンページのデザイン制作
【定番】【東証一部上場企業】【WEBデザイナー】HR系インターネットメディアのWEBデザイン業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~700,000円 / 月 週4日･5日",弊社の運営するIT エンジニア専用転職サイト／デザイナー専用転職サイトのWEBデザイナーとして、ビジュアルデザインにまつわる業務全般を行っていただきます。
【定番】【Ruby】受託案件におけるサーバーサイド開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~900,000円 / 月 週5日",受託開発のうち、自動車関係のIoT開発を担当していただきます。データをユーザーへフィードバックする仕組みのシステム開発に携わっていただきます。
【定番】【PHP】自社不動産関連パッケージシステム開発業務,ランディングページ（LP）制作,Lancers Agent,"240,000円 ~/ 月 週3日･4日･5日",不動産業支援のオールインワンのクラウドシステムで、管理システムから不動産会社のホームページ制作、不動産専門コンサルティングまでサポートしています。今回は上記のシステム開発を行っていただけるかたを募集しております
【注目】【Python】LegalTech企業の社内補助ツール開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週5日",テクノロジーと弁護士の高度な法的知見を掛け合わせることで、より多くの人や企業が地域や経済力にかかわらず、高度な法サービスをより手軽に享受できる世界を目指します。業務内容としては、社内補助ツールの作成をお任せいたします。LegalTech業界に興味のある方、ご応募ください。■開発環境： Python、JavaScript（VueJS、ReactJS等）
【定番】【Python】BtoB、BtoC向け新規サービス開発におけるサーバーサイド開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~900,000円 / 月 週2日･3日･4日･5日",現在企画中の、ビックデータと機械学習を活用したサービス(BtoB、社内向け)の開発を担当いただきます。 主な業務として、新機能の開発・性能向上のためのリサーチ・実装を担当いただきます。基本的に2、3人のチーム制で業務を行い、製品の付加価値を高めていただきます。
【定番】【PM】建設業様向けCOMPANY HR導入支援作業,ランディングページ（LP）制作,Lancers Agent,"780,000円 ~/ 月 週5日",・業務拠点：飯田橋（エンドユーザ社内）・エンドユーザからの要件ヒアリング・ヒアリング内容に基づいて、COMPANY項目マッピングシート作成・修正・ヒアリング内容に基づいて、COMPANYへの設定を実施・COMPANY設定後の動作検証（単体、結合、プロダクト間連携）・COMPANY設定シート作成・COMPANY操作マニュアル作成・エンドユーザへの教育準備支援、教育実施支援
【PHP】広告配信サービス開発エンジニア,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~800,000円 / 月 週5日",自社サービスである広告配信システムの開発全般において、要件に基づき、依頼元の営業さんと調整を行っていただき、詳細設計、実装、テスト、運用まで、一連業務をご担当いただきます。≪やりがいポイント≫・大規模なトラフィックをさばくシステムへのチャレンジ・GMOSSPだけではなく、他のアドテクプロダクト、またメディア開発にも携わる機会がある・Hadoopなどを用いたビッグデータの解析に触れる...
美容商材単品通販のLP制作,ランディングページ（LP）制作,umeumeumeume,"50,000円~100,000円 / 固定",■ 依頼の目的・背景美容商材の単品通販LPを制作していただける方を募集しております。LPの原稿等はございますので、その通りにデザインをしていただけましたら幸いです。よろしくお願いします！■ ターゲット像・10代・20代・30代・40代・50代・女性・その他■ ページ数1ページ■ スマホ対応の有無スマートフォン用のサイトのみ■ 参考URL...
【HTML/CSS】ヘルステックベンチャー企業でのWEBコーディング業務《東証1部上場企業》,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~500,000円 / 月 週2日",会員医師に向けたサイトの活性化のために、web制作スタッフ（コーダー）を募集します。【具体的な業務内容】弊社グループにおけるコーディング業務・既存サービスの改修・キャンペーン対応・LP・htmlメルマガ等
【注目】【Java】ECサイト開発のプロジェクトリーダー業務,ランディングページ（LP）制作,Lancers Agent,"580,000円 ~730,000円 / 月 週5日",企業向けECサイト開発をメインで担当いただけるプロジェクトリーダーとなるエンジニアを募集しております。パッケージは最低限のみの仕様となっているため、個社ごとに要件定義から開発を行いカスタマイズ可能です。開発はもちろんのこと要件定義やメンバーの管理も行っていただきます。※案件はプロジェクトごとに詳細が異なりますので面談時にご確認ください。例）・ファッション系ECサイト追加開発...
【定番】【Node.js】カーサービスや支払いを行うグローバル企業のサーバーサイド開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週3日･4日･5日",BtoCアプリ機能追加のための開発業務を対応いただけるアプリエンジニアを募集します。お車をお持ちの一般ユーザーの方向けにカーサービスや支払いを行うモバイルアプリ、バックエンド開発を実施します。
【React】不動産TechメディアにおけるLP改善/コンテンツ追加 等,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週5日",当社が運営する不動産Techメディアにおいて、フロントエンドの開発を担当していただきます。お任せしたい業務は、主に以下です。・ユーザー向けLP改善(LPO)・フォームの制作・改善 （EFO）・既存ページへのコンテンツ追加・トップページ改修
【定番】【Web/UIデザイナー】HR領域のクライアント向けサービスデザイン業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~/ 月 週5日",HR（人材）領域で、クライアント向けサービスのデザインを担当いただきます。・web/spサイトのデザイン（レスポンシブ対応有）クライアント側の業務システム開発に関わっていただく可能性もあります。プランナー、デザインディレクター、他デザイナーと協業してデザイン業務を進めていただきます。プランナーが作成するWFを基にそのままデザインするというより、WFの段階からプラン...
【定番】【Node.js】チャットツールのサーバーサイド開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週5日",現在自社内にてチャットツールの開発をおこなっており、そのプロジェクトに参画いただける人材の募集を行っております。オープンソースのチャットサービスのカスタマイズや構築を行ったことがあるや、類する経験をお持ちですと尚良いと考えております。
【注目】【Vue.js/React】仮想通貨toCサービスにおけるUI/UX改善および新機能開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~800,000円 / 月 週3日･4日",自社サービスをご利用いただいているユーザー様の顧客満足度及び、信頼性向上のためのUI/UX改善や新機能開発を行っていただきます。ユーザー様に価値のあるサービスをよりスピーディーに届けるため、レガシー設計を見直して刷新していくための基本的な設計フェーズから実装フェーズ、将来の新機能開発まで一貫して携わって頂きたいと考えております。
【注目】【PHP】メディアDBを活用したマーケティングプラットフォーム開発,ランディングページ（LP）制作,Lancers Agent,"700,000円 ~800,000円 / 月 週5日",◇BtoBtoC向けサービスの運用/機能開発のPL◇今回は自社データベースをブランドのマーケティング活動に活用することで効果的・効率的にユーザーとのつながりを深められるプラットフォームサービスの機能開発を行う
【注目】【PM】テレビ視聴データを活用したプロダクトのPM業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週4日･5日",【業務内容】プロダクト開発部（エンジニア部門）にて、下記のような業務をPMとしてお願いします。- 自社の既存プロダクト、新規プロダクトのPM業務- 顧客から、依頼されたデータ出力、相談される連携案件の顧客渉外（技術部分）およびPMO
【定番】【PHP】住宅ローンに関する自社プロダクトの開発業務,ランディングページ（LP）制作,Lancers Agent,"700,000円 ~/ 月 週4日･5日",住宅ローンに関するあらゆる課題を解決するプラットフォームを始めとする、様々なシステムの開発・運用や適正によってはPM業務を行っていただきます。具体的には以下のようなプロダクトの開発に携わっていただきます。・主力プロダクトの開発・住宅ローンのあらゆる情報を発信するメディアサイトの開発・お客様の様々な要望にお答えするための各種システムの開発
【定番】【PM】住宅ローンに関する自社プロダクトでのPM業務,ランディングページ（LP）制作,Lancers Agent,"700,000円 ~/ 月 週4日･5日",住宅ローンに関するあらゆる課題を解決するプラットフォームを始めとする、様々なシステムのPM業務を行っていただきます。具体的には以下のようなプロダクトのPMに携わっていただきます。・主力受託ローンプラットフォーム・住宅ローンのあらゆる情報を発信するメディアサイト・お客様の様々な要望にお答えするための各種システム
【定番】【マーケター】デジタルマーケティング企業でのディスプレイ広告運用,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~550,000円 / 月 週4日･5日",ディスプレイ広告・SNS広告の運用業務をご担当いただきます。(1)メディアプランニング・アカウント設計(2)シミュレーション作成(3)広告の設定・入稿(4)素材や進行の管理(5)入札調整(6)広告効果の分析・レポーティング※取扱媒体・ディスプレイ広告(GDN、YDN、Logicad、KANADEなど)・SNS広告(Facebook、Instagra...
【定番】【デザイナー】自社メディアにおけるWEBデザイン業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~600,000円 / 月 週3日･4日･5日",自社Webメディア運営や、新規自社開発事業の事業拡大に伴う人員増員のため自社のWeb開発におけるデザイン領域を担当し、質の高いサービスをつくっていきたい方を求めています。
【定番】【Vue】自社物流シェアリングプラットフォームのフロントエンド開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~730,000円 / 月 週4日･5日",HTML/CSS/JavaScriptの設計・コーディングを行い、ユーザー体験の改善や新機能・新サービスの開発に携わっていただきます。実際にサイトをご覧になる方だけでなく、クローラーなどのマシンから見ても「どんなサイトか」がわかるよう、サイト内の文章構造を組み立てたり、メンテナンス性や拡張性を意識した開発を行っています。
【注目】【Node.js】自社LegalTechサービスにおけるサーバーサイド開発業務,ランディングページ（LP）制作,Lancers Agent,"700,000円 ~/ 月 週4日･5日",AIを用いた契約書レビューを行う機能をメインとした、大企業法務部門向けBtoB Saasプロダクトを自社で開発しております。次世代サービスのバックエンド開発に携わっていただける方を募集しております。
【定番】【Java】自社ECソリューションプラットフォームの開発業務,ランディングページ（LP）制作,Lancers Agent,"800,000円 ~/ 月 週5日",ECプラットフォームのストア構築や新規フロントエンド開発、既存バックエンド開発などご経験やスキルに応じた業務をご担当いただきます。環境：（既存）Java、Spring、Oracle、Azure　　　（今後）Java、FW検討中、DB変更予定、AWS
【定番】【JavaScript】SaaS型の新規ブランド支援サービスにおけるフロントエンド開発,ランディングページ（LP）制作,Lancers Agent,"300,000円 ~600,000円 / 月 週3日･4日･5日",当社は「ブランディングで世界を豊かに」というミッションを掲げ、ソリューション、マーケティングコミュニケーション、ブランディングの3領域でクライアントの支援を行っております。【業務詳細】当社でSaaS型の新規ブランド支援サービス開発に携わっていただきます。すでに一次リリースしており、本リリースに向けての開発をお願いいたします。また、今後フロントエンドエンジニアを目指...
【注目】【Java/Springboot】旅行（観光地・ホテル・グルメ）関連サービスのサーバーサイド業務,ランディングページ（LP）制作,Lancers Agent,"700,000円 ~/ 月 週3日･4日･5日",旅行系ToC新規サービスの開発業務。スマートフォンアプリのバックエンド開発の設計と実装をお願いします。今年に開始したサービスのため、次々に新規の機能開発を行う予定です。
【定番】【WEBデザイナー】新卒向け就業支援サービスを展開している企業内でのデザイン業務,ランディングページ（LP）制作,Lancers Agent,"300,000円 ~600,000円 / 月 週3日",【業務内容】新卒向け就業支援サービスを展開している企業内でのデザイン業務。Wordpressでのウェブサイト更新、改修を行うコーディングおよびサイト管理を担当いただきます。HTML、CSS、PHP等Wordpressについての一通りができる方、かつ、アシスタント的な学生アルバイトが一定人数いますので、そのまとめ役としての役割もお願いしたく思っております。
【注目】【言語不問】IoTシステムの新規/既存サービスにおけるサーバーサイド開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~900,000円 / 月 週4日･5日",IoTとWebサービスを掛け合わせて新しい機能を創るクリエイティブな開発をお任せします。スマートホームやコネクテッドカー等、今までにない組み合わせも！この他、IoTのデータ解析用システムにも携わっていただきます。＜補足＞・クリエティブで自発的にサービスアイデアを考えられる方大歓迎です・モバイルアプリ実装ができると尚可・母国語が日本語でなくても英語での会話が可能なら大丈夫です
【注目】【Vue.js】建設機械レンタル会社向け業務システムにおけるフロントエンド開発,ランディングページ（LP）制作,Lancers Agent,"700,000円 ~880,000円 / 月 週3日･4日･5日",建設機械レンタル会社向けの業務システム開発において、下記４点のいずれかのフロントエンド開発部分をご担当いただける方を募集しております。・【営業所事務向け】建設機械レンタルの受注管理の電子化・【営業所事務向け】建設機械の納品・返却管理の電子化・【機械整備員向け】建設機械のメンテナンス管理の電子化・【営業マン向け】建設機械の発注用アプリ開発どの開発をご対応いた...
【注目】【PHP】 ECサイトを中心としたWebシステム開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~800,000円 / 月 週3日･4日･5日",ECサイトやポイントサイト、会員管理システムなどのWebシステム設計・開発。クライアントは大手企業が多く、何百万人のユーザーの目に触れるサイトを手がけることもできます。今後も自社事業のECサイトや、他社との共同事業のWebサービスを企画中です。
"【毎週土曜日必須それ以外は調整】CentOSのbsh,Python,PHPに詳しいエンジニア",ランディングページ（LP）制作,株式会社Playshiru (yocchan3),¥ 10万 〜 20万,本人確認が必要秘密保持確認が必要Webエンジニア東京都
【注目】【Go】【Laravel】新規調査データのクラウド側処理機能開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~1,000,000円 / 月 週5日",【案件概要】新規調査データのクラウド側処理機能を開発するサーバーサイドエンジニアを募集します。依頼業務としては、大きく２区分あります。ひとつは、S3に格納されている生データをロードし、一定のルールに従って処理し、後段の分析工程へ入力するための変換機能の開発です。もうひとつは、センサの稼働状況などを把握、もしくはセンサを遠隔制御するための管理画面の開発です。
【注目】【UI/UX】ベンチャー向けコミュニティ運営会社におけるUI/UXデザイナー,ランディングページ（LP）制作,Lancers Agent,"300,000円 ~500,000円 / 月 週3日･4日",ベンチャー企業向けにコミュニティを運営している会社です。シェアオフィスを提供しているので様々な起業家とお会いすることが可能です。人との交流を楽しめる方に向いている環境です。既存のプロダクトを改修・機能追加しつつ新規事業に取り組めるような方を募集しております。リモートは一定期間ご稼働後、相談可能です。
【WEBデザイナー】自社エンタメサービスのWEBデザイン業務,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~500,000円 / 月 週3日･4日･5日",B2C×エンタメ領域の「電話占い事業」、「Webメディア事業」を展開している当社にて、現行・新規スマホアプリ（iOS/Android）のWEBデザイン業務をご担当いただきます。主な業務としてはLPのデザイン&コーティング、Javascriptらを活用したコンテンツ作成になります。
【Python/Go】仮想通貨取引プラットフォーム開発におけるブロックチェーンエンジニア,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~800,000円 / 月 週5日",世界有数の仮想通貨取引所を運営している親会社の日本法人である弊社にて、ブロックチェーンエンジニア業務をご担当いただきます。＜主な業務内容＞・仮想通貨ノードの構築・保守・仮想通貨のウォレット設計・開発・運用
【注目】【Typescript】自社チャットシステムの拡張開発業務,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~580,000円 / 月 週5日",ビジネスチャットやテレビ会議等を行える無料グループウェアサービスを提供しております。今回は自社サービスの機能拡張開発を行っていただくエンジニアを募集しております。【業務内容】・既にサービスを展開しているチャットサービスの機能拡張※サービスツールはAngularJSで基本的に開発を行っておりますが今回の拡張開発はTypescriptで行っていただきます。※Javas...
【注目】【WEBエンジニア】WEB予約システム・外部予約連携機能追加開発のWEBエンジニア案件,ランディングページ（LP）制作,Lancers Agent,"700,000円 ~/ 月 週5日",下記2つの開発プロジェクトにおきましてWEB予約システムの開発を行える方を募集しております。①現在稼働中のWEB予約システムに外部予約システムとの連携機能を追加いたします②同システムにＧｏｏｇｌｅ予約対応を取り込みます
【注目】【PL】美容チェーン店向けチケット管理システム開発のPL案件,ランディングページ（LP）制作,Lancers Agent,"750,000円 ~/ 月 週5日",多店舗展開している美容チェーン店向け役務管理（チケット管理）システムを構築する必要があり、全体的な設計作業から、PG１～２名とチームを組んでプロジェクト推進を行える方を求めています。
美容商材単品通販のLP制作,ランディングページ（LP）制作,umeumeumeume,"50,000円~100,000円 / 固定",■ 依頼の目的・背景美容商材の単品通販LPを制作していただける方を募集しております。LPの原稿等はございますので、その通りにデザインをしていただけましたら幸いです。よろしくお願いします！■ ターゲット像・10代・20代・30代・40代・50代・女性・その他■ ページ数1ページ■ スマホ対応の有無スマートフォン用のサイトのみ■ 参考URL...
【定番】【PHP】自社マーケティングシステムにおけるサーバーサイド開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週4日･5日",自社サービス広告効果分析MAプラットフォームの開発をご担当いただきます。大きなリニューアルも検討中で、新規開発や技術選定など新しい技術やスキルに挑戦していきたいという想いがある方歓迎いたします。より良いサービス・プロダクトを作るために、エンジニアスキルを活かしたい方ぜひご応募ください。
【定番】【Python】広告効果分析MAプラットフォームのデータ解析・開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週3日･4日･5日",自社サービス広告効果分析MAプラットフォームのデータエンジニアを募集しています。今後さらに事業拡大にあたり、エンジニアを増やしています。より良いサービス・プロダクトを作るために、エンジニアスキルを活かしたい方ぜひご応募ください。
【注目】【PHP:Laravel】新規自社サービスのバックエンド開発,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~700,000円 / 月 週4日･5日",新規サービスの開発業務全般に携わっていただきます。また自社サービスのため、直接ユーザーの声を聞いて実感のある仕事がしたい方にはお勧めです。
【注目】【PHP】「超高齢社会」×「インターネット」で自社主力サイトでのPHPエンジニア募集,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週5日",プラットフォームの運営を中軸事業として、インターネットマーケティング支援やビジネス情報誌など、特定の業界に向けた情報提供・マーケティング支援を中核とするプラットフォームビジネスを手がけている会社です。業界初の情報検索ポータルサイトの開発～保守運用までお任せできる方を募集しております。
【定番】【サーバーサイド/iOS】自社音声/映像リアルタイムコミュニケーション関連サービス開発・関連する受託開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週5日",自社音声・映像・メッセージングによるリアルタイムコミュニケーション関連プロダクト・サービスの開発と関連するプロダクトの受託開発１.サーバーサイド開発２.スマホアプリ開発
【注目】【WEBデザイナー】食材定期配送サービス販売ページのデザインとコーディング業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~/ 月 週4日",自社で全国から旬の逸品をお取り寄せできる、定期配送サービスを展開しております。今回は自社サービスの新規会員獲得に向け、WEBデザイナーの方を募集いたします。【主な業務内容】①上記サービスのおためしセット販売ページLPのデザインとコーディング②上記サービスの会員入会ページLPのデザインとコーディング③おためしセットを購入した方向けへのHTMLメールのデザインとコーディング④...
【注目】【フロントエンド】AIによる動画制作サービスのフロントエンド開発,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週5日",AIを使い誰でも簡単に動画を作ることができる自動生成ツールの開発をしてくれる仲間を募集しています。誰でも簡単に動画を作ることができる自動生成ツールです。 写真やテキストなどの素材を入稿すると、AI エンジンが入稿データを分析し、 動画の尺やサイズ、文言などを希望にあわせて調整するだけで、最短 3 分でリッチな動画コンテンツを制作することができます。
【定番】【Go】クラウドサポートシステム開発・構築,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週5日",案件概要：クラウドサポートシステム開発・構築国内クラウドシステムのサポートシステム業務開発および構築作業内容：顧客とのMTG、設計～開発、構築作業作業場所：築地市場（9：00～18：00）
【定番】【HTML・CSS・JavaScript】不動産Techメディアのフロントエンドエンジニア,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~550,000円 / 月 週4日･5日",当社が運営する不動産Techメディアにおいて、フロントエンドの開発を担当していただきます。お任せしたい業務は、主に以下です。・ユーザー向けサイト制作・改善 （LPO・EFO）・自社スクラッチCMSの改善
【注目】【Java】物販管理の再構築に伴うシステム設計・開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週5日",【業務内容】◇業務システム設計・画面デザインを含む業務システムの基本設計～詳細設計を行っていただきます。※設計工程終了後は、製造～システムテスト工程も継続いただく予定です。
【定番】【C#】大手会計ソフトウェア（クラウド版）エンジニア！,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週5日",会計システム（クラウド版）のの設計～テスト工程を担当いただきます！
【注目】【PHP】バックエンド開発業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週5日",マーケティング技術に基づくホームページ構築やWebシステム開発などの受託事業に取り組んでおります。この度は教育系ECの案件でPHPの開発ができる方を募集しております。
【定番】【コーダー】自社サイトリニューアルにおけるWEBコーダー業務,ランディングページ（LP）制作,Lancers Agent,"300,000円 ~/ 月 週3日･4日･5日",新たに立ち上がったWEBチームで自社サイトのコーディング業務を行っていただきます。話し合いながら進めていただける方を募集しています。
【注目】【フロントエンド】自社サイトのイカしたリニューアルを進めるフロントエンドエンジニア,ランディングページ（LP）制作,Lancers Agent,"400,000円 ~/ 月 週3日･4日･5日",新たに立ち上がったWEBチームで自社サイトをメインにフロントエンド開発業務を行っていただきます。話し合いながら進めていただける方を募集しています。
【注目】【UI・UX】自社サイト・アプリなどのデザインを行うUI・UXデザイナー,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~600,000円 / 月 週3日･4日･5日",新たに立ち上がったWEBチームで自社サイトやスマホアプリのデザインを行っていただきます。既にあるサイト・アプリをUI・UXを重視したデザインへとリニューアルしていきます。
【JavaScript】総合医療メディア自社サービス開発におけるフロントエンド開発業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~700,000円 / 月 週4日･5日",弊社が運営する医療メディアをスケールさせるために、既存サービスのPDCA、メンテナンス、新サービス開発などの開発全般をご担当いただきます。＜担当業務＞・医療系Webサイト構築・Webアプリケーションのデザイン・コーディング・DTP運用
【注目】【LP/バナー制作】ゲームデザイナー,ランディングページ（LP）制作,Lancers Agent,"300,000円 ~380,000円 / 月 週5日",業務内容としては、バナー制作がメインとなりますが、スキルに応じて、WEBサイトのデザイン・コーディング、WEB動画の作成などもお任せいたします。
【注目】【Vue】【React】【Angular】ベンチャー企業における自社サービスのフロントエンド開発案件,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~800,000円 / 月 週3日･4日･5日",アパレル業界におけるサービスのフロントエンド開発業務の案件です。ベンチャーならではのスピード感をもってチームでの開発ができる方は大歓迎です。
【定番】【上流工程】通信キャリアBtoCサービス要件定義（長期）,ランディングページ（LP）制作,Lancers Agent,"730,000円 ~/ 月 週5日",業務拠点：天王洲アイル業務詳細：通信キャリアの一般コンシューマ向けWebサービスの　　　　　　要件定義業務です。　　　　　　企画部門との要件調整、開発部門向け要件定義書　　　　　　作成、総合試験計画作成をお願いいたします。
【注目】【PM】海外プロダクトチーム連携WEBサイトディレクション・PM業務,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~/ 月 週3日･4日",【業務】海外WEBサイトの制作ディレクションWEBサイトの多言語化制作を行っています。自社制作チームがフィリピンと香港にあり、そちらとのディレクションを英語でご担当いただきます。（基本チャット）英語でのコミュニケーションが必須となります。WEBサイトの業界として、ハイブランド・EC・コスメ・ジュエリーなどがメインとなりサイト移行や新規立ち上げに関わっていただきます。
【注目】【PHP】保険の診断ツールのテンプレートシステム開発,ランディングページ（LP）制作,Lancers Agent,"560,000円 ~/ 月 週3日･4日･5日",お客様のご契約されている保険の内容や、将来に関しての不安やお悩みをヒアリングし、お客様に合った最適な保険商品やプランのご提案を行っております。今回は自社で開発した診断ツールの診断テンプレート・デザインテンプレートを作成いただけるエンジニアの方を募集しております。
【定番】【C#】工作機器GUIアプリケーション開発,ランディングページ（LP）制作,Lancers Agent,"800,000円 ~/ 月 週5日",業務拠点：潮見業務詳細：顧客社内システムである工作機器ソフトウェア開発。顧客要求をもとに要求仕様作成～アーキテクチャ設計～詳細設計～実装～テストを担当頂きます。言語：C#/WPF(GUI)、C++(バックグラウンド処理)OS：Windows10 64bit
【注目】【UIデザイナー】新規スマートフォンゲームのUIデザイン制作業務,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~600,000円 / 月 週5日",新規スマートフォンゲームのUIデザイン制作業務を担当していただきます。【業務内容】・企画、画面設計、UIデザイン・UIアニメーション作成・UXの提案
【注目】【PM】プリペイドWebサービス開発のPM業務！,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~800,000円 / 月 週5日",電子マネー（プリペイドカード）発行システムのASPサービスのおけるサーバーサイド開発（ＰＭ）プロジェクトにおいて、当社開発の進捗・コスト管理・お客様報告等のPM業務を担当頂きます。お客様や関連ベンダー等の外部メンバー、当社営業・開発メンバー等多くのステークホルダーの仲介と先導を行い、新サービスの立上げを目指して頂きます。
【定番】【フロントエンド】5Gを活用したフラッグシップサービスの開発,ランディングページ（LP）制作,Lancers Agent,"1,000,000円 ~/ 月 週5日",業務詳細：5Gを活用したフラッグシップサービスの開発※フラッグシップサービスとは、自由視点映像やxR(AR/VR)など5G時代に期待される技術を活用したサービスで、具体的には、スポーツやエンタメのイベントでサービスを活用したPR活動などを行います。現在コンテンツ配信システムのバックエンド開発を行っており、今後コンテンツ入稿用のフロントエンド開発を行うため、フロントエンドエンジニア...
【定番】【Python】携帯電話基地局の建設・運用・検証業務自動化プロジェクト,ランディングページ（LP）制作,Lancers Agent,"900,000円 ~/ 月 週5日",業務詳細：携帯電話基地局の建設における監視業務5G対応化プロジェクトです。　　　　　　　運用・検証業務自動化のためのバックエンド開発業務をお願いいたします。　　　　　　　（一部、フロントエンド開発もあります）
【定番】【Java】法人向け販売ポータル機能開発（フロントエンドまたはバックエンド),ランディングページ（LP）制作,Lancers Agent,"900,000円 ~1,020,000円 / 月 週5日",キャリアが提供する法人向け販売ポータルの機能開発です。
【ASP.NET】サーバー移行に伴うアプリケーション再開発（ASP.NET）,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~650,000円 / 月 週5日",現行アプリケーション（mod_plsql）の仕様調査・仕様書作成業務をご担当いただきます。具体的な業務内容としてはmod_plsqlからASP.NETへのリライト（プログラミング）、テスト仕様書作成、テスト実施、課題対応を予定しております。
【注目】【React.js】HR系インターネットメディアにおけるフロントエンドエンジニア　《東証一部上場企業》,ランディングページ（LP）制作,Lancers Agent,"600,000円 ~750,000円 / 月 週5日",弊社が運営するHR系サービスにおける、フロントエンド開発業務をご担当いただきます。サービスを運用すると同時に、お客様に対するUI/UXを向上するための施策立案や新規機能の開発を担います。大規模システムに対してモダンな技術を取り入れる技術チャレンジを行いつつ、レガシーコードの改善といった技術的課題を解決していくことも求められます。
【注目】【マークアップ】HR系インターネットメディアにおけるマークアップエンジニア　《東証一部上場企業》,ランディングページ（LP）制作,Lancers Agent,"500,000円 ~600,000円 / 月 週5日",弊社が運営するHR系サービスにおいて、マークアップエンジニアとして業務を行っていただきます。メインサービス及びそのサブシステムの開発、保守・運用業務をご担当いただきます。
